uniprotkb_id,uniprotkbac_id,organism,tpsprotein_names,tpsgene_names,geneprimary_identifier,genesecondary_identifier,emblgenbankddbjcds_id,synonym,organism_id,ec_number,uniparc,keywords,crossreference_interpro,geneontology_molecularfunction,taxonomiclineage_id,TPS CLASSIFICATION
A0A5J4ZS01,A0A5J4ZS01_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_014153,,,KAA8519937.1,F0562_014153,561372,,UPI0012A0BA24 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5BPW9,A0A5J5BPW9_9ASTE,Nyssa sinensis,Terpene_synth domain-containing protein,F0562_019768,,,KAA8545015.1,F0562_019768,561372,,UPI0012A0EA26 ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],561372,
A0A5J5A3H8,A0A5J5A3H8_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_007483,,,KAA8525635.1,F0562_007483,561372,,UPI0012A034AC ,Coiled coil;Reference proteome,IPR008949;IPR001906;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5BPS9,A0A5J5BPS9_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_019808,,,KAA8544975.1,F0562_019808,561372,,UPI0012A30B8A ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J4ZDE7,A0A5J4ZDE7_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_018463,,,KAA8515307.1,F0562_018463,561372,,UPI0012A335C0 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5B131,A0A5J5B131_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_028877,,,KAA8536399.1,F0562_028877,561372,,UPI0012A354F6 ,Reference proteome,IPR029472;IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A117,A0A5J5A117_9ASTE,Nyssa sinensis,Terpene_synth domain-containing protein,F0562_010189,,,KAA8523766.1,F0562_010189,561372,,UPI0012A2BE31 ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],561372,
A0A5J4ZPQ2,A0A5J4ZPQ2_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_014076,,,KAA8519834.1,F0562_014076,561372,,UPI0012A2A63C ,Coiled coil;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A411,A0A5J5A411_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_010975,,,KAA8524552.1,F0562_010975,561372,,UPI00129F9522 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5BJI5,A0A5J5BJI5_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_021262,,,KAA8543243.1,F0562_021262,561372,,UPI00129FC1AC ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J4ZA41,A0A5J4ZA41_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_018944,,,KAA8515445.1,F0562_018944,561372,,UPI0012A39879 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A328D3S5,A0A328D3S5_9ASTE,Cuscuta australis,Uncharacterized protein,DM860_011557,,,RAL39071.1,DM860_011557,267555,,UPI000DC3868E ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],267555,UNCHARACTERIZED
A0A5J5A5Z9,A0A5J5A5Z9_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_007484,,,KAA8525634.1,F0562_007484,561372,,UPI0012A141CC ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A2X6,A0A5J5A2X6_9ASTE,Nyssa sinensis,Terpene_synth domain-containing protein,F0562_010194,,,KAA8523771.1,F0562_010194,561372,,UPI00129FDA64 ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],561372,
A0A5J4ZCI8,A0A5J4ZCI8_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_018943,,,KAA8515446.1,F0562_018943,561372,,UPI0012A3920B ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J4Z9S5,A0A5J4Z9S5_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_018465,,,KAA8515305.1,F0562_018465,561372,,UPI0012A12D13 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A5D8,A0A5J5A5D8_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_010960,,,KAA8524537.1,F0562_010960,561372,,UPI0012A16D1E ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5C9X3,A0A5J5C9X3_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_002544,,,KAA8550860.1,F0562_002544,561372,,UPI00129F5923 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5AB00,A0A5J5AB00_9ASTE,Nyssa sinensis,Terpene_synth domain-containing protein,F0562_008855,,,KAA8526916.1,F0562_008855,561372,,UPI0012A12484 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],561372,
A0A5J5BQX1,A0A5J5BQX1_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_019767,,,KAA8545016.1,F0562_019767,561372,,UPI0012A34B90 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A0K5,A0A5J5A0K5_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_010976,,,KAA8524553.1,F0562_010976,561372,,UPI0012A27DFF ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A8S8,A0A5J5A8S8_9ASTE,Nyssa sinensis,Terpene_synth domain-containing protein,F0562_008861,,,KAA8526910.1,F0562_008861,561372,,UPI0012A12C4C ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],561372,
A0A5J5ALU0,A0A5J5ALU0_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_005927,,,KAA8531159.1,F0562_005927,561372,,UPI00129F0EFF ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5C6A6,A0A5J5C6A6_9ASTE,Nyssa sinensis,SFM domain-containing protein,F0562_002542,,,KAA8550858.1,F0562_002542,561372,,UPI0012A198D6 ,Reference proteome,IPR008949;IPR014906;IPR036285;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,
A0A5J5AQ32,A0A5J5AQ32_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_032386,,,KAA8532359.1,F0562_032386,561372,,UPI0012A0FA95 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A328E7Z1,A0A328E7Z1_9ASTE,Cuscuta australis,Uncharacterized protein,DM860_007487,,,RAL52719.1,DM860_007487,267555,,UPI000DC3D9EB ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],267555,UNCHARACTERIZED
A0A5J4ZAL9,A0A5J4ZAL9_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_018949,,,KAA8515440.1,F0562_018949,561372,,UPI0012A280DF ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A328D9I1,A0A328D9I1_9ASTE,Cuscuta australis,Uncharacterized protein,DM860_011929,,,RAL42146.1,DM860_011929,267555,,UPI000DC42AD3 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],267555,UNCHARACTERIZED
A0A5J4ZZW9,A0A5J4ZZW9_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_010203,,,KAA8523780.1,F0562_010203,561372,,UPI0012A39881 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A367,A0A5J5A367_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_010190,,,KAA8523767.1,F0562_010190,561372,,UPI0012A1A31C ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A0T1,A0A5J5A0T1_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_010177,,,KAA8523754.1,F0562_010177,561372,,UPI0012A1917B ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A7N5,A0A5J5A7N5_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_008858,,,KAA8526913.1,F0562_008858,561372,,UPI0012A10222 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A0D8,A0A5J5A0D8_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_010192,,,KAA8523769.1,F0562_010192,561372,,UPI0012A3010B ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A328E537,A0A328E537_9ASTE,Cuscuta australis,Uncharacterized protein,DM860_016330,,,RAL53095.1,DM860_016330,267555,,UPI000DC5F025 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],267555,UNCHARACTERIZED
A0A5J5A105,A0A5J5A105_9ASTE,Nyssa sinensis,Terpene_synth domain-containing protein,F0562_010179,,,KAA8523756.1,F0562_010179,561372,,UPI0012A2CF8C ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],561372,
A0A5J5B3K9,A0A5J5B3K9_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_028875,,,KAA8536397.1,F0562_028875,561372,,UPI00129F0939 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR005630;IPR008930;IPR006925;IPR038132;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A6R1,A0A5J5A6R1_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_007482,,,KAA8525636.1,F0562_007482,561372,,UPI0012A26514 ,Coiled coil;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A992,A0A5J5A992_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_008335,,,KAA8526462.1,F0562_008335,561372,,UPI0012A333AB ,Coiled coil;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A2V8,A0A5J5A2V8_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_010967,,,KAA8524544.1,F0562_010967,561372,,UPI0012A33CAD ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5N6NHY7,A0A5N6NHY7_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_24139,,,KAD4586538.1,E3N88_24139,192012,,UPI0012C73EDA ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6ME48,A0A5N6ME48_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_33539,,,KAD3338018.1,E3N88_33539,192012,,UPI0012CDB5AF ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6MBT7,A0A5N6MBT7_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_33541,,,KAD3338020.1,E3N88_33541,192012,,UPI0012C2F1D4 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6LHL5,A0A5N6LHL5_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_42506,,,KAD1638212.1,E3N88_42506,192012,,UPI0012C168E5 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6PB58,A0A5N6PB58_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_10554,,,KAD6119283.1,E3N88_10554,192012,,UPI0012C684A8 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6N1N6,A0A5N6N1N6_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_28196,,,KAD4179605.1,E3N88_28196,192012,,UPI0012C35534 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6MCX5,A0A5N6MCX5_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_33542,,,KAD3338021.1,E3N88_33542,192012,,UPI0012C4031A ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6NZ78,A0A5N6NZ78_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_16277,,,KAD5508574.1,E3N88_16277,192012,,UPI0012CBBC3F ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6Q2Y0,A0A5N6Q2Y0_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_02120,,,KAD7478984.1,E3N88_02120,192012,,UPI0012CAB157 ,Coiled coil;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6N1R6,A0A5N6N1R6_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_28173,,,KAD4179582.1,E3N88_28173,192012,,UPI0012D190AA ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6PZF4,A0A5N6PZF4_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_00788,,,KAD7477652.1,E3N88_00788,192012,,UPI0012C3E22D ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6NRK5,A0A5N6NRK5_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_17332,,,KAD5317386.1,E3N88_17332,192012,,UPI0012C4D4C2 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6PZV4,A0A5N6PZV4_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_00789 E3N88_42133,,,KAD1930831.1,E3N88_00789 E3N88_42133,192012,,UPI0012CF015E ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6PT62,A0A5N6PT62_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_04002,,,KAD7116734.1,E3N88_04002,192012,,UPI0012C242A0 ,Reference proteome,IPR043502;IPR008949;IPR013103;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6M7U1,A0A5N6M7U1_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_32193,,,KAD3336674.1,E3N88_32193,192012,,UPI0012BF6D71 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6NR72,A0A5N6NR72_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_19423,,,KAD4982752.1,E3N88_19423,192012,,UPI0012C2F734 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6LKF0,A0A5N6LKF0_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_42280,,,KAD1794287.1,E3N88_42280,192012,,UPI0012CAC0E0 ,Coiled coil;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6NY20,A0A5N6NY20_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_16314,,,KAD5508611.1,E3N88_16314,192012,,UPI0012C745AC ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6PWP3,A0A5N6PWP3_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_04238,,,KAD7116970.1,E3N88_04238,192012,,UPI0012C292D5 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6N275,A0A5N6N275_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_24553,,,KAD4384385.1,E3N88_24553,192012,,UPI0012C38040 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6MC17,A0A5N6MC17_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_33621,,,KAD3338100.1,E3N88_33621,192012,,UPI0012D11E42 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6P813,A0A5N6P813_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_13244,,,KAD5961771.1,E3N88_13244,192012,,UPI0012C095D0 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6N3I7,A0A5N6N3I7_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_24551,,,KAD4384383.1,E3N88_24551,192012,,UPI0012CBAD58 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6MND9,A0A5N6MND9_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_30786,,,KAD3641562.1,E3N88_30786,192012,,UPI0012C4383D ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6PBW3,A0A5N6PBW3_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_10539,,,KAD6119268.1,E3N88_10539,192012,,UPI0012C181F4 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6MZY5,A0A5N6MZY5_9ASTR,Mikania micrantha,Terpene_synth domain-containing protein,E3N88_28178,,,KAD4179587.1,E3N88_28178,192012,,UPI0012BE38C1 ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],192012,
A0A5N6NHA1,A0A5N6NHA1_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_20525,,,KAD4888452.1,E3N88_20525,192012,,UPI0012D152F8 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6NIY3,A0A5N6NIY3_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_20523,,,KAD4888450.1,E3N88_20523,192012,,UPI0012CD2877 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6PPN6,A0A5N6PPN6_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_06779,,,KAD6795883.1,E3N88_06779,192012,,UPI0012D25A72 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6MBW9,A0A5N6MBW9_9ASTR,Mikania micrantha,Uncharacterized protein,E3N88_33417,,,KAD3337896.1,E3N88_33417,192012,,UPI0012BF1D1F ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],192012,UNCHARACTERIZED
A0A5N6MMT4,A0A5N6MMT4_9ASTR,Mikania micrantha,Integrase catalytic domain-containing protein,E3N88_30784,,,KAD3641560.1,E3N88_30784,192012,,UPI0012D26A2E ,Coiled coil;Reference proteome,IPR025724;IPR001584;IPR008949;IPR012337;IPR036397;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; terpene synthase activity [GO:0010333],192012,
